🍄 Mycelia v7.3 loaded

======================================================================
🍄 MYCELIA FINAL TRAINING v8.0
   Stanford (30%) + FineWeb (70%) | No compression
======================================================================

📚 Loading tokenizer...
   Vocab: 151,643

🏗️ Building model...
   181,051,920 params on cuda:0

🔥 Scheduler: peak=3.00e-04 | min=1.00e-05 | warmup=100 | total=610,351

======================================================================
🏆 BEST CHECKPOINT
======================================================================
   ✅ Model loaded
   🔥 Warm-started input_pos

   📊 Resumed: step=1,219,000 | epoch=30 | loss=4.3306
   🏆 Best loss: 4.3306
   📈 Extended training plan: 2,327,649 total steps
   🚀 LR BURST: Injecting peak LR=3.00e-04 for 500 steps
   🔥 Scheduler reset: step=1219000 | LR=3.00e-04 | 📉 Annealing
   🚀 LR BURST ACTIVE: steps 1,219,000 → 1,219,500
   ✅ Optimizer restored

📖 Loading datasets...
   📥 Loading FineWeb chunks...
   📚 Loading 500 chunks...
      100 chunks (100,000,000 tokens, 0.40 GB)
      200 chunks (200,000,000 tokens, 0.80 GB)
      300 chunks (300,000,000 tokens, 1.20 GB)
      400 chunks (400,000,000 tokens, 1.60 GB)
      500 chunks (500,000,000 tokens, 2.00 GB)
   ✅ 500 arrays | 500,000,000 tokens | 2.00 GB
   ✅ Data ready

⏱️  Tracker: 8,192 tok/step | 10.0B total

======================================================================
🚀 EPOCH 31 — STEP 1,219,000
======================================================================

Training: 1219000it [00:00, ?it/s]   FCA: α_attn_eff=1.5375 α_ffn_eff=2.5371 φ_l=0.0368 scale=0.9878

⏱️  Step 1,219,000 | 620371899 tok/s | 9.99/10.0 GB | 100.0% | ETA N/A | Elapsed 0:00:16

📊 Step 1,219,000 | Loss: 5.0158 | LR: 3.00e-04 | 📉 Annealing 🚀 BURST
   Coherence: 0.9486 📈
   Friction: 🟢 HARMONIZED | early=0.85 late=1.78 Δ=-0.93
Training: 1219001it [00:16, 16.29s/it]   FCA: α_attn_eff=1.5375 α_ffn_eff=2.5371 φ_l=0.0368 scale=0.9878
Training: 1271490it [2:22:09,  7.01it/s]   FCA: α_attn_eff=1.6849 α_ffn_eff=2.8209 φ_l=0.0368 scale=0.9972
Training: 1271491it [2:22:09,  7.16it/s]   FCA: α_attn_eff=1.6738 α_ffn_eff=2.8022 φ_l=0.0368 scale=0.9906
Training: 1271492it [2:22:10,  7.27it/s]   FCA: α_attn_eff=1.6706 α_ffn_eff=2.7969 φ_l=0.0368 scale=0.9887
Training: 1271493it [2:22:10,  7.40it/s]   FCA: α_attn_eff=1.6786 α_ffn_eff=2.8102 φ_l=0.0368 scale=0.9934
Training: 1271494it [2:22:10,  7.43it/s]   FCA: α_attn_eff=1.6834 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271495it [2:22:10,  7.51it/s]   FCA: α_attn_eff=1.6802 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271496it [2:22:10,  6.45it/s]   FCA: α_attn_eff=1.6802 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271497it [2:22:10,  6.85it/s]   FCA: α_attn_eff=1.6786 α_ffn_eff=2.8102 φ_l=0.0368 scale=0.9934
Training: 1271498it [2:22:10,  7.03it/s]   FCA: α_attn_eff=1.6722 α_ffn_eff=2.7996 φ_l=0.0368 scale=0.9897
Training: 1271499it [2:22:10,  7.20it/s]   FCA: α_attn_eff=1.6707 α_ffn_eff=2.7969 φ_l=0.0368 scale=0.9887
Training: 1271500it [2:22:11,  7.34it/s]   FCA: α_attn_eff=1.6754 α_ffn_eff=2.8049 φ_l=0.0368 scale=0.9915
Training: 1271501it [2:22:11,  7.40it/s]   FCA: α_attn_eff=1.6722 α_ffn_eff=2.7996 φ_l=0.0368 scale=0.9897
Training: 1271502it [2:22:11,  7.45it/s]   FCA: α_attn_eff=1.6754 α_ffn_eff=2.8049 φ_l=0.0368 scale=0.9915
Training: 1271503it [2:22:11,  7.48it/s]   FCA: α_attn_eff=1.6770 α_ffn_eff=2.8076 φ_l=0.0368 scale=0.9925
Training: 1271504it [2:22:11,  6.44it/s]   FCA: α_attn_eff=1.6786 α_ffn_eff=2.8103 φ_l=0.0368 scale=0.9934
Training: 1271505it [2:22:11,  6.87it/s]   FCA: α_attn_eff=1.6643 α_ffn_eff=2.7863 φ_l=0.0368 scale=0.9849
Training: 1271506it [2:22:11,  7.08it/s]   FCA: α_attn_eff=1.6754 α_ffn_eff=2.8049 φ_l=0.0368 scale=0.9915
Training: 1271507it [2:22:12,  7.21it/s]   FCA: α_attn_eff=1.6675 α_ffn_eff=2.7916 φ_l=0.0368 scale=0.9868
Training: 1271508it [2:22:12,  7.32it/s]   FCA: α_attn_eff=1.6802 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271509it [2:22:12,  7.40it/s]   FCA: α_attn_eff=1.6611 α_ffn_eff=2.7810 φ_l=0.0368 scale=0.9831
Training: 1271510it [2:22:12,  7.42it/s]   FCA: α_attn_eff=1.6754 α_ffn_eff=2.8049 φ_l=0.0368 scale=0.9915
Training: 1271511it [2:22:12,  7.46it/s]   FCA: α_attn_eff=1.6818 α_ffn_eff=2.8156 φ_l=0.0368 scale=0.9953
Training: 1271512it [2:22:12,  6.42it/s]   FCA: α_attn_eff=1.6691 α_ffn_eff=2.7943 φ_l=0.0368 scale=0.9878
Training: 1271513it [2:22:12,  6.83it/s]   FCA: α_attn_eff=1.6739 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271514it [2:22:13,  7.04it/s]   FCA: α_attn_eff=1.6739 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271515it [2:22:13,  7.21it/s]   FCA: α_attn_eff=1.6691 α_ffn_eff=2.7943 φ_l=0.0368 scale=0.9878
Training: 1271516it [2:22:13,  7.32it/s]   FCA: α_attn_eff=1.6564 α_ffn_eff=2.7730 φ_l=0.0368 scale=0.9802
Training: 1271517it [2:22:13,  7.36it/s]   FCA: α_attn_eff=1.6723 α_ffn_eff=2.7996 φ_l=0.0368 scale=0.9897
Training: 1271518it [2:22:13,  7.36it/s]   FCA: α_attn_eff=1.6834 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271519it [2:22:13,  7.43it/s]   FCA: α_attn_eff=1.6771 α_ffn_eff=2.8076 φ_l=0.0368 scale=0.9925
Training: 1271520it [2:22:13,  6.41it/s]   FCA: α_attn_eff=1.6835 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271521it [2:22:14,  6.82it/s]   FCA: α_attn_eff=1.6739 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271522it [2:22:14,  7.03it/s]   FCA: α_attn_eff=1.6660 α_ffn_eff=2.7890 φ_l=0.0368 scale=0.9859
Training: 1271523it [2:22:14,  7.18it/s]   FCA: α_attn_eff=1.6723 α_ffn_eff=2.7996 φ_l=0.0368 scale=0.9897
Training: 1271524it [2:22:14,  7.31it/s]   FCA: α_attn_eff=1.6803 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271525it [2:22:14,  7.41it/s]   FCA: α_attn_eff=1.6707 α_ffn_eff=2.7969 φ_l=0.0368 scale=0.9887
Training: 1271526it [2:22:14,  7.45it/s]   FCA: α_attn_eff=1.6739 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271527it [2:22:14,  7.50it/s]   FCA: α_attn_eff=1.6692 α_ffn_eff=2.7943 φ_l=0.0368 scale=0.9878
Training: 1271528it [2:22:15,  6.44it/s]   FCA: α_attn_eff=1.6819 α_ffn_eff=2.8156 φ_l=0.0368 scale=0.9953
Training: 1271529it [2:22:15,  6.83it/s]   FCA: α_attn_eff=1.6803 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271530it [2:22:15,  7.03it/s]   FCA: α_attn_eff=1.6819 α_ffn_eff=2.8156 φ_l=0.0368 scale=0.9953
Training: 1271531it [2:22:15,  7.21it/s]   FCA: α_attn_eff=1.6740 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271532it [2:22:15,  7.34it/s]   FCA: α_attn_eff=1.6644 α_ffn_eff=2.7863 φ_l=0.0368 scale=0.9849
Training: 1271533it [2:22:15,  7.40it/s]   FCA: α_attn_eff=1.6597 α_ffn_eff=2.7783 φ_l=0.0368 scale=0.9821
Training: 1271534it [2:22:15,  7.43it/s]   FCA: α_attn_eff=1.6597 α_ffn_eff=2.7783 φ_l=0.0368 scale=0.9821
Training: 1271535it [2:22:16,  7.50it/s]   FCA: α_attn_eff=1.6676 α_ffn_eff=2.7916 φ_l=0.0368 scale=0.9868
Training: 1271536it [2:22:16,  6.43it/s]   FCA: α_attn_eff=1.6629 α_ffn_eff=2.7836 φ_l=0.0368 scale=0.9840
Training: 1271537it [2:22:16,  6.88it/s]   FCA: α_attn_eff=1.6804 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271538it [2:22:16,  7.08it/s]   FCA: α_attn_eff=1.6788 α_ffn_eff=2.8102 φ_l=0.0368 scale=0.9934
Training: 1271539it [2:22:16,  7.20it/s]   FCA: α_attn_eff=1.6867 α_ffn_eff=2.8235 φ_l=0.0368 scale=0.9981
Training: 1271540it [2:22:16,  7.32it/s]   FCA: α_attn_eff=1.6819 α_ffn_eff=2.8155 φ_l=0.0368 scale=0.9953
Training: 1271541it [2:22:16,  7.37it/s]   FCA: α_attn_eff=1.6835 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271542it [2:22:17,  7.47it/s]   FCA: α_attn_eff=1.6772 α_ffn_eff=2.8076 φ_l=0.0368 scale=0.9925
Training: 1271543it [2:22:17,  7.53it/s]   FCA: α_attn_eff=1.6804 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271544it [2:22:17,  6.48it/s]   FCA: α_attn_eff=1.6661 α_ffn_eff=2.7889 φ_l=0.0368 scale=0.9859
Training: 1271545it [2:22:17,  6.92it/s]   FCA: α_attn_eff=1.6836 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271546it [2:22:17,  7.13it/s]   FCA: α_attn_eff=1.6740 α_ffn_eff=2.8022 φ_l=0.0368 scale=0.9906
Training: 1271547it [2:22:17,  7.27it/s]   FCA: α_attn_eff=1.6629 α_ffn_eff=2.7836 φ_l=0.0368 scale=0.9840
Training: 1271548it [2:22:17,  7.35it/s]   FCA: α_attn_eff=1.6836 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271549it [2:22:17,  7.41it/s]   FCA: α_attn_eff=1.6852 α_ffn_eff=2.8209 φ_l=0.0368 scale=0.9972
Training: 1271550it [2:22:18,  7.44it/s]   FCA: α_attn_eff=1.6740 α_ffn_eff=2.8022 φ_l=0.0368 scale=0.9906
Training: 1271551it [2:22:18,  7.46it/s]   FCA: α_attn_eff=1.6661 α_ffn_eff=2.7889 φ_l=0.0368 scale=0.9859
Training: 1271552it [2:22:18,  6.44it/s]   FCA: α_attn_eff=1.6677 α_ffn_eff=2.7916 φ_l=0.0368 scale=0.9868
Training: 1271553it [2:22:18,  6.87it/s]   FCA: α_attn_eff=1.6804 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271554it [2:22:18,  7.06it/s]   FCA: α_attn_eff=1.6804 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271555it [2:22:18,  7.21it/s]   FCA: α_attn_eff=1.6868 α_ffn_eff=2.8235 φ_l=0.0368 scale=0.9981
Training: 1271556it [2:22:18,  7.30it/s]   FCA: α_attn_eff=1.6661 α_ffn_eff=2.7889 φ_l=0.0368 scale=0.9859
Training: 1271557it [2:22:19,  7.38it/s]   FCA: α_attn_eff=1.6788 α_ffn_eff=2.8102 φ_l=0.0368 scale=0.9934
Training: 1271558it [2:22:19,  7.38it/s]   FCA: α_attn_eff=1.6772 α_ffn_eff=2.8075 φ_l=0.0368 scale=0.9925
Training: 1271559it [2:22:19,  7.46it/s]   FCA: α_attn_eff=1.6725 α_ffn_eff=2.7996 φ_l=0.0368 scale=0.9897
Training: 1271560it [2:22:19,  6.41it/s]   FCA: α_attn_eff=1.6741 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271561it [2:22:19,  6.87it/s]   FCA: α_attn_eff=1.6789 α_ffn_eff=2.8102 φ_l=0.0368 scale=0.9934
Training: 1271562it [2:22:19,  7.02it/s]   FCA: α_attn_eff=1.6693 α_ffn_eff=2.7943 φ_l=0.0368 scale=0.9878
Training: 1271563it [2:22:19,  7.15it/s]   FCA: α_attn_eff=1.6836 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271564it [2:22:20,  7.27it/s]   FCA: α_attn_eff=1.6661 α_ffn_eff=2.7889 φ_l=0.0368 scale=0.9859
Training: 1271565it [2:22:20,  7.33it/s]   FCA: α_attn_eff=1.6805 α_ffn_eff=2.8129 φ_l=0.0368 scale=0.9944
Training: 1271566it [2:22:20,  7.40it/s]   FCA: α_attn_eff=1.6836 α_ffn_eff=2.8182 φ_l=0.0368 scale=0.9962
Training: 1271567it [2:22:20,  7.39it/s]   FCA: α_attn_eff=1.6741 α_ffn_eff=2.8023 φ_l=0.0368 scale=0.9906
Training: 1271568it [2:22:20,  6.40it/s]   FCA: α_attn_eff=1.6694 α_ffn_eff=2.7943 φ_l=0.0368 scale=0.9878
Training: 1271569it [2:22:20,  6.86it/s]   FCA: α_attn_eff=1.6598 α_ffn_eff=2.7783 φ_l=0.0368 scale=0.9821
Training: 1271570it [2:22:20,  7.02it/s]   FCA: α_attn_eff=1.6757 α_ffn_eff=2.8049 φ_l=0.0368 scale=0.9915
Training: 1271571it [2:22:21,  7.19it/s]   FCA: α_attn_eff=1.6662 α_ffn_eff=2.7890 φ_l=0.0368 scale=0.9859
Training: 1271572it [2:22:21,  7.27it/s]   FCA: α_attn_eff=1.6646 α_ffn_eff=2.7863 φ_l=0.0368 scale=0.9849
Training: 1271573it [2:22:21,  7.36it/s]   FCA: α_attn_eff=1.6392 α_ffn_eff=2.7437 φ_l=0.0368 scale=0.9699
Training: 1271574it [2:22:21,  7.42it/s]   FCA: α_attn_eff=1.6630 α_ffn_eff=2.7837 φ_l=0.0368 scale=0.9840
Training: 1271575it [2:22:21,  7.48it/s]   FCA: α_attn_eff=1.6821 α_ffn_eff=2.8156 φ_l=0.0368 scale=0.9953
Training: 1271576it [2:22:21,  6.43it/s]   FCA: α_attn_eff=1.6805 α_ffn_eff=2.8130 φ_l=0.0368 scale=0.9944
Training: 1271577it [2:22:21,  6.85it/s]   FCA: α_attn_eff=1.6821 α_ffn_eff=2.8157 φ_l=0.0368 scale=0.9953
Training: 1271578it [2:22:22,  7.07it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7970 φ_l=0.0368 scale=0.9887
Training: 1271579it [2:22:22,  7.18it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8024 φ_l=0.0368 scale=0.9906
Training: 1271580it [2:22:22,  7.32it/s]   FCA: α_attn_eff=1.6789 α_ffn_eff=2.8103 φ_l=0.0368 scale=0.9934
Training: 1271581it [2:22:22,  7.37it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7970 φ_l=0.0368 scale=0.9887
Training: 1271582it [2:22:22,  7.39it/s]   FCA: α_attn_eff=1.6694 α_ffn_eff=2.7944 φ_l=0.0368 scale=0.9878
Training: 1271583it [2:22:22,  7.41it/s]   FCA: α_attn_eff=1.6630 α_ffn_eff=2.7837 φ_l=0.0368 scale=0.9840
Training: 1271584it [2:22:22,  6.36it/s]   FCA: α_attn_eff=1.6853 α_ffn_eff=2.8211 φ_l=0.0368 scale=0.9972
Training: 1271585it [2:22:23,  6.84it/s]   FCA: α_attn_eff=1.6631 α_ffn_eff=2.7838 φ_l=0.0368 scale=0.9840
Training: 1271586it [2:22:23,  7.07it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7971 φ_l=0.0368 scale=0.9887
Training: 1271587it [2:22:23,  7.22it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8024 φ_l=0.0368 scale=0.9906
Training: 1271588it [2:22:23,  7.34it/s]   FCA: α_attn_eff=1.6519 α_ffn_eff=2.7652 φ_l=0.0368 scale=0.9774
Training: 1271589it [2:22:23,  7.39it/s]   FCA: α_attn_eff=1.6758 α_ffn_eff=2.8051 φ_l=0.0368 scale=0.9915
Training: 1271590it [2:22:23,  7.45it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8024 φ_l=0.0368 scale=0.9906
Training: 1271591it [2:22:23,  7.48it/s]   FCA: α_attn_eff=1.6821 α_ffn_eff=2.8157 φ_l=0.0368 scale=0.9953
Training: 1271592it [2:22:24,  6.45it/s]   FCA: α_attn_eff=1.6774 α_ffn_eff=2.8078 φ_l=0.0368 scale=0.9925
Training: 1271593it [2:22:24,  6.86it/s]   FCA: α_attn_eff=1.6726 α_ffn_eff=2.7998 φ_l=0.0368 scale=0.9897
Training: 1271594it [2:22:24,  7.07it/s]   FCA: α_attn_eff=1.6837 α_ffn_eff=2.8185 φ_l=0.0368 scale=0.9962
Training: 1271595it [2:22:24,  7.22it/s]   FCA: α_attn_eff=1.6774 α_ffn_eff=2.8078 φ_l=0.0368 scale=0.9925
Training: 1271596it [2:22:24,  7.34it/s]   FCA: α_attn_eff=1.6837 α_ffn_eff=2.8185 φ_l=0.0368 scale=0.9962
Training: 1271597it [2:22:24,  7.41it/s]   FCA: α_attn_eff=1.6774 α_ffn_eff=2.8078 φ_l=0.0368 scale=0.9925
Training: 1271598it [2:22:24,  7.46it/s]   FCA: α_attn_eff=1.6599 α_ffn_eff=2.7785 φ_l=0.0368 scale=0.9821
Training: 1271599it [2:22:24,  7.47it/s]   FCA: α_attn_eff=1.6790 α_ffn_eff=2.8105 φ_l=0.0368 scale=0.9934
Training: 1271600it [2:22:25,  6.44it/s]   FCA: α_attn_eff=1.6821 α_ffn_eff=2.8159 φ_l=0.0368 scale=0.9953
Training: 1271601it [2:22:25,  6.85it/s]   FCA: α_attn_eff=1.6678 α_ffn_eff=2.7919 φ_l=0.0368 scale=0.9868
Training: 1271602it [2:22:25,  7.06it/s]   FCA: α_attn_eff=1.6774 α_ffn_eff=2.8079 φ_l=0.0368 scale=0.9925
Training: 1271603it [2:22:25,  7.22it/s]   FCA: α_attn_eff=1.6789 α_ffn_eff=2.8105 φ_l=0.0368 scale=0.9934
Training: 1271604it [2:22:25,  7.29it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7972 φ_l=0.0368 scale=0.9887
Training: 1271605it [2:22:25,  7.40it/s]   FCA: α_attn_eff=1.6837 α_ffn_eff=2.8185 φ_l=0.0368 scale=0.9962
Training: 1271606it [2:22:25,  7.47it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7972 φ_l=0.0368 scale=0.9887
Training: 1271607it [2:22:26,  7.49it/s]   FCA: α_attn_eff=1.6774 α_ffn_eff=2.8079 φ_l=0.0368 scale=0.9925
Training: 1271608it [2:22:26,  6.41it/s]   FCA: α_attn_eff=1.6837 α_ffn_eff=2.8186 φ_l=0.0368 scale=0.9962
Training: 1271609it [2:22:26,  6.86it/s]   FCA: α_attn_eff=1.6694 α_ffn_eff=2.7946 φ_l=0.0368 scale=0.9878
Training: 1271610it [2:22:26,  7.08it/s]   FCA: α_attn_eff=1.6789 α_ffn_eff=2.8106 φ_l=0.0368 scale=0.9934
Training: 1271611it [2:22:26,  7.24it/s]   FCA: α_attn_eff=1.6726 α_ffn_eff=2.7999 φ_l=0.0368 scale=0.9897
Training: 1271612it [2:22:26,  7.34it/s]   FCA: α_attn_eff=1.6773 α_ffn_eff=2.8079 φ_l=0.0368 scale=0.9925
Training: 1271613it [2:22:26,  7.44it/s]   FCA: α_attn_eff=1.6853 α_ffn_eff=2.8212 φ_l=0.0368 scale=0.9972
Training: 1271614it [2:22:27,  7.47it/s]   FCA: α_attn_eff=1.6853 α_ffn_eff=2.8212 φ_l=0.0368 scale=0.9972
Training: 1271615it [2:22:27,  7.48it/s]   FCA: α_attn_eff=1.6726 α_ffn_eff=2.7999 φ_l=0.0368 scale=0.9897
Training: 1271616it [2:22:27,  6.43it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7973 φ_l=0.0368 scale=0.9887
Training: 1271617it [2:22:27,  6.87it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271618it [2:22:27,  7.07it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271619it [2:22:27,  7.19it/s]   FCA: α_attn_eff=1.6662 α_ffn_eff=2.7893 φ_l=0.0368 scale=0.9859
Training: 1271620it [2:22:27,  7.31it/s]   FCA: α_attn_eff=1.6805 α_ffn_eff=2.8133 φ_l=0.0368 scale=0.9944
Training: 1271621it [2:22:28,  7.41it/s]   FCA: α_attn_eff=1.6805 α_ffn_eff=2.8133 φ_l=0.0368 scale=0.9944
Training: 1271622it [2:22:28,  7.46it/s]   FCA: α_attn_eff=1.6805 α_ffn_eff=2.8133 φ_l=0.0368 scale=0.9944
Training: 1271623it [2:22:28,  7.50it/s]   FCA: α_attn_eff=1.6726 α_ffn_eff=2.8000 φ_l=0.0368 scale=0.9897
Training: 1271624it [2:22:28,  6.40it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271625it [2:22:28,  6.83it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7973 φ_l=0.0368 scale=0.9887
Training: 1271626it [2:22:28,  7.00it/s]   FCA: α_attn_eff=1.6758 α_ffn_eff=2.8053 φ_l=0.0368 scale=0.9915
Training: 1271627it [2:22:28,  7.18it/s]   FCA: α_attn_eff=1.6630 α_ffn_eff=2.7840 φ_l=0.0368 scale=0.9840
Training: 1271628it [2:22:29,  7.28it/s]   FCA: α_attn_eff=1.6599 α_ffn_eff=2.7787 φ_l=0.0368 scale=0.9821
Training: 1271629it [2:22:29,  7.35it/s]   FCA: α_attn_eff=1.6789 α_ffn_eff=2.8106 φ_l=0.0368 scale=0.9934
Training: 1271630it [2:22:29,  7.39it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271631it [2:22:29,  7.45it/s]   FCA: α_attn_eff=1.6789 α_ffn_eff=2.8106 φ_l=0.0368 scale=0.9934
Training: 1271632it [2:22:29,  6.39it/s]   FCA: α_attn_eff=1.6805 α_ffn_eff=2.8133 φ_l=0.0368 scale=0.9944
Training: 1271633it [2:22:29,  6.84it/s]   FCA: α_attn_eff=1.6631 α_ffn_eff=2.7840 φ_l=0.0368 scale=0.9840
Training: 1271634it [2:22:29,  7.06it/s]   FCA: α_attn_eff=1.6758 α_ffn_eff=2.8053 φ_l=0.0368 scale=0.9915
Training: 1271635it [2:22:30,  7.17it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7973 φ_l=0.0368 scale=0.9887
Training: 1271636it [2:22:30,  7.29it/s]   FCA: α_attn_eff=1.6758 α_ffn_eff=2.8053 φ_l=0.0368 scale=0.9915
Training: 1271637it [2:22:30,  7.33it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271638it [2:22:30,  7.37it/s]   FCA: α_attn_eff=1.6821 α_ffn_eff=2.8159 φ_l=0.0368 scale=0.9953
Training: 1271639it [2:22:30,  7.42it/s]   FCA: α_attn_eff=1.6821 α_ffn_eff=2.8159 φ_l=0.0368 scale=0.9953
Training: 1271640it [2:22:30,  6.37it/s]   FCA: α_attn_eff=1.6822 α_ffn_eff=2.8159 φ_l=0.0368 scale=0.9953
Training: 1271641it [2:22:30,  6.83it/s]   FCA: α_attn_eff=1.6504 α_ffn_eff=2.7627 φ_l=0.0368 scale=0.9765
Training: 1271642it [2:22:31,  7.05it/s]   FCA: α_attn_eff=1.6742 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271643it [2:22:31,  7.23it/s]   FCA: α_attn_eff=1.6806 α_ffn_eff=2.8133 φ_l=0.0368 scale=0.9944
Training: 1271644it [2:22:31,  7.36it/s]   FCA: α_attn_eff=1.6679 α_ffn_eff=2.7920 φ_l=0.0368 scale=0.9868
Training: 1271645it [2:22:31,  7.40it/s]   FCA: α_attn_eff=1.6790 α_ffn_eff=2.8106 φ_l=0.0368 scale=0.9934
Training: 1271646it [2:22:31,  7.43it/s]   FCA: α_attn_eff=1.6710 α_ffn_eff=2.7973 φ_l=0.0368 scale=0.9887
Training: 1271647it [2:22:31,  7.50it/s]   FCA: α_attn_eff=1.6726 α_ffn_eff=2.8000 φ_l=0.0368 scale=0.9897
Training: 1271648it [2:22:31,  6.44it/s]   FCA: α_attn_eff=1.6806 α_ffn_eff=2.8133 φ_l=0.0368 scale=0.9944
Training: 1271649it [2:22:32,  6.87it/s]   FCA: α_attn_eff=1.6647 α_ffn_eff=2.7867 φ_l=0.0368 scale=0.9849
Training: 1271650it [2:22:32,  7.04it/s]   FCA: α_attn_eff=1.6743 α_ffn_eff=2.8026 φ_l=0.0368 scale=0.9906
Training: 1271651it [2:22:32,  7.17it/s]   FCA: α_attn_eff=1.6886 α_ffn_eff=2.8266 φ_l=0.0368 scale=0.9991
Training: 1271652it [2:22:32,  7.31it/s]   FCA: α_attn_eff=1.6822 α_ffn_eff=2.8159 φ_l=0.0368 scale=0.9953
Training: 1271653it [2:22:32,  7.39it/s]   FCA: α_attn_eff=1.6679 α_ffn_eff=2.7920 φ_l=0.0368 scale=0.9868
Training: 1271654it [2:22:32,  7.45it/s]   FCA: α_attn_eff=1.6886 α_ffn_eff=2.8266 φ_l=0.0368 scale=0.9991
Training: 1271655it [2:22:32,  7.50it/s]   FCA: α_attn_eff=1.6758 α_ffn_eff=2.8053 φ_l=0.0368 scale=0.9915
Training: 1271656it [2:22:33,  6.44it/s]   FCA: α_attn_eff=1.6711 α_ffn_eff=2.7973 φ_l=0.0368 scale=0.9887
Training: 1271657it [2:22:33,  6.88it/s]   FCA: α_attn_eff=1.6695 α_ffn_eff=2.7946 φ_l=0.0368 scale=0.9878
Training: 1271658it [2:22:33,  7.08it/s]   FCA: α_attn_eff=1.6679 α_ffn_eff=2.7920 φ_l=0.0368 scale=0.9868
Training: 1271659it [2:22:33,  7.18it/s]   FCA: α_attn_eff=1.6759 α_ffn_eff=2.8053 φ_l=0.0368 scale=0.9915
Training: 1271660it [2:22:33,  7.30it/s]   FCA: α_attn_eff=1.6727 α_ffn_eff=2.8000 φ_l=0.0368 scale=0.9897
Training: 1271661it [2:22:33,  7.39it/s]   FCA: α_attn_eff=1.6679 α_ffn_eff=2.7920 φ_l=0.0368 scale=0.9868
Training: 1271662it [2:22:33,  7.39it/s]   FCA: α_attn_eff=1.6695 α_ffn_eff=2.7946 φ_l=0.0368 scale=0.9878
Training: 1271663it [2:22:33,  7.42it/s]   FCA: α_attn_eff=1.6664 α_ffn_eff=2.7893 φ_l=0.0368 scale=0.9859
Training: 1271664it [2:22:34,  6.36it/s]   FCA: α_attn_eff=1.6680 α_ffn_eff=2.7920 φ_l=0.0368 scale=0.9868
Training: 1271665it [2:22:34,  6.82it/s]   FCA: α_attn_eff=1.6855 α_ffn_eff=2.8213 φ_l=0.0368 scale=0.9972
Training: 1271666it [2:22:34,  7.05it/s]   FCA: α_attn_eff=1.6855 α_ffn_eff=2.8213 φ_l=0.0368 scale=0.9972
Training: 1271667it [2:22:34,  7.20it/s]   FCA: α_attn_eff=1.6823 α_ffn_eff=2.8159 φ_l=0.0368 scale=0.9953
